date,store,item,predicted_sales
2018-03-17,2,41,152.66635
2018-03-18,2,41,155.06451
2018-03-19,2,41,126.647675
2018-03-20,2,41,137.63335
2018-03-21,2,41,138.13298
2018-03-22,2,41,145.21303
2018-03-23,2,41,148.73816
2018-03-24,2,41,152.66635
2018-03-25,2,41,155.06451
2018-03-26,2,41,126.647675
2018-03-27,2,41,137.63335
2018-03-28,2,41,138.13298
2018-03-29,2,41,145.21303
2018-03-30,2,41,148.73816
2018-03-31,2,41,152.66635
2018-01-01,2,42,48.063763
2018-01-02,2,42,93.90004
2018-01-03,2,42,95.70109
2018-01-04,2,42,106.191055
2018-01-05,2,42,111.5582
2018-01-06,2,42,113.49681
2018-01-07,2,42,116.83431
2018-01-08,2,42,107.792114
2018-01-09,2,42,115.00946
2018-01-10,2,42,115.6075
2018-01-11,2,42,127.7776
2018-01-12,2,42,133.32164
2018-01-13,2,42,134.58658
2018-01-14,2,42,138.42052
2018-01-15,2,42,128.00565
2018-01-16,2,42,134.05716
2018-01-17,2,42,135.6187
2018-01-18,2,42,140.63957
2018-01-19,2,42,146.05336
2018-01-20,2,42,149.48299
2018-01-21,2,42,150.23367
2018-01-22,2,42,126.70869
2018-01-23,2,42,133.95003
2018-01-24,2,42,135.70547
2018-01-25,2,42,141.4344
2018-01-26,2,42,147.47826
2018-01-27,2,42,150.43651
2018-01-28,2,42,151.87276
2018-01-29,2,42,124.88682
2018-01-30,2,42,135.8166
2018-01-31,2,42,136.31625
2018-02-01,2,42,143.47548
2018-02-02,2,42,147.27473
2018-02-03,2,42,151.27522
2018-02-04,2,42,154.08455
2018-02-05,2,42,125.60212
2018-02-06,2,42,136.53189
2018-02-07,2,42,137.03152
2018-02-08,2,42,143.47548
2018-02-09,2,42,147.27473
2018-02-10,2,42,151.27522
2018-02-11,2,42,154.08455
2018-02-12,2,42,125.60212
2018-02-13,2,42,136.53189
2018-02-14,2,42,137.03152
2018-02-15,2,42,143.47548
2018-02-16,2,42,147.27473
2018-02-17,2,42,151.27522
2018-02-18,2,42,154.08455
2018-02-19,2,42,125.60212
2018-02-20,2,42,136.53189
2018-02-21,2,42,137.03152
2018-02-22,2,42,143.47548
2018-02-23,2,42,147.27473
2018-02-24,2,42,151.27522
2018-02-25,2,42,154.08455
2018-02-26,2,42,125.60212
2018-02-27,2,42,136.53189
2018-02-28,2,42,137.03152
2018-03-01,2,42,145.21303
2018-03-02,2,42,148.73816
2018-03-03,2,42,152.66635
2018-03-04,2,42,155.06451
2018-03-05,2,42,126.647675
2018-03-06,2,42,137.63335
2018-03-07,2,42,138.13298
2018-03-08,2,42,145.21303
2018-03-09,2,42,148.73816
2018-03-10,2,42,152.66635
2018-03-11,2,42,155.06451
2018-03-12,2,42,126.647675
2018-03-13,2,42,137.63335
2018-03-14,2,42,138.13298
2018-03-15,2,42,145.21303
2018-03-16,2,42,148.73816
2018-03-17,2,42,152.66635
2018-03-18,2,42,155.06451
2018-03-19,2,42,126.647675
2018-03-20,2,42,137.63335
2018-03-21,2,42,138.13298
2018-03-22,2,42,145.21303
2018-03-23,2,42,148.73816
2018-03-24,2,42,152.66635
2018-03-25,2,42,155.06451
2018-03-26,2,42,126.647675
2018-03-27,2,42,137.63335
2018-03-28,2,42,138.13298
2018-03-29,2,42,145.21303
2018-03-30,2,42,148.73816
2018-03-31,2,42,152.66635
2018-01-01,2,43,53.61787
2018-01-02,2,43,95.78591
2018-01-03,2,43,97.65233
2018-01-04,2,43,104.726166
2018-01-05,2,43,112.43736
2018-01-06,2,43,112.18341
2018-01-07,2,43,119.28659
2018-01-08,2,43,108.29662
2018-01-09,2,43,115.79689
2018-01-10,2,43,116.20599
2018-01-11,2,43,127.804146
2018-01-12,2,43,132.84216
2018-01-13,2,43,135.87589
2018-01-14,2,43,139.45334
2018-01-15,2,43,125.797516
2018-01-16,2,43,134.52963
2018-01-17,2,43,136.53868
2018-01-18,2,43,142.19151
2018-01-19,2,43,146.32376
2018-01-20,2,43,148.64703
2018-01-21,2,43,149.90483
2018-01-22,2,43,128.09967
2018-01-23,2,43,134.52963
2018-01-24,2,43,136.17549
2018-01-25,2,43,140.79967
2018-01-26,2,43,147.08844
2018-01-27,2,43,150.43651
2018-01-28,2,43,151.73375
2018-01-29,2,43,124.88682
2018-01-30,2,43,135.8166
2018-01-31,2,43,136.31625
2018-02-01,2,43,143.47548
2018-02-02,2,43,147.27473
2018-02-03,2,43,151.27522
2018-02-04,2,43,154.08455
2018-02-05,2,43,125.60212
2018-02-06,2,43,136.53189
2018-02-07,2,43,137.03152
2018-02-08,2,43,143.47548
2018-02-09,2,43,147.27473
2018-02-10,2,43,151.27522
2018-02-11,2,43,154.08455
2018-02-12,2,43,125.60212
2018-02-13,2,43,136.53189
2018-02-14,2,43,137.03152
2018-02-15,2,43,143.47548
2018-02-16,2,43,147.27473
2018-02-17,2,43,151.27522
2018-02-18,2,43,154.08455
2018-02-19,2,43,125.60212
2018-02-20,2,43,136.53189
2018-02-21,2,43,137.03152
2018-02-22,2,43,143.47548
2018-02-23,2,43,147.27473
2018-02-24,2,43,151.27522
2018-02-25,2,43,154.08455
2018-02-26,2,43,125.60212
2018-02-27,2,43,136.53189
2018-02-28,2,43,137.03152
2018-03-01,2,43,145.21303
2018-03-02,2,43,148.73816
2018-03-03,2,43,152.66635
2018-03-04,2,43,155.06451
2018-03-05,2,43,126.647675
2018-03-06,2,43,137.63335
2018-03-07,2,43,138.13298
2018-03-08,2,43,145.21303
2018-03-09,2,43,148.73816
2018-03-10,2,43,152.66635
2018-03-11,2,43,155.06451
2018-03-12,2,43,126.647675
2018-03-13,2,43,137.63335
2018-03-14,2,43,138.13298
2018-03-15,2,43,145.21303
2018-03-16,2,43,148.73816
2018-03-17,2,43,152.66635
2018-03-18,2,43,155.06451
2018-03-19,2,43,126.647675
2018-03-20,2,43,137.63335
2018-03-21,2,43,138.13298
2018-03-22,2,43,145.21303
2018-03-23,2,43,148.73816
2018-03-24,2,43,152.66635
2018-03-25,2,43,155.06451
2018-03-26,2,43,126.647675
2018-03-27,2,43,137.63335
2018-03-28,2,43,138.13298
2018-03-29,2,43,145.21303
2018-03-30,2,43,148.73816
2018-03-31,2,43,152.66635
2018-01-01,2,44,45.674145
2018-01-02,2,44,95.463486
2018-01-03,2,44,96.833115
2018-01-04,2,44,107.002075
2018-01-05,2,44,113.82625
2018-01-06,2,44,114.454865
2018-01-07,2,44,117.64242
2018-01-08,2,44,107.10347
2018-01-09,2,44,115.00946
2018-01-10,2,44,116.10139
2018-01-11,2,44,127.32103
2018-01-12,2,44,132.3252
2018-01-13,2,44,133.70795
2018-01-14,2,44,138.28569
2018-01-15,2,44,126.48466
2018-01-16,2,44,133.89616
2018-01-17,2,44,135.56483
2018-01-18,2,44,140.63957
2018-01-19,2,44,146.05336
2018-01-20,2,44,149.35187
2018-01-21,2,44,150.89087
2018-01-22,2,44,126.77566
2018-01-23,2,44,133.95003
2018-01-24,2,44,135.6187
2018-01-25,2,44,141.4344
2018-01-26,2,44,146.39362
2018-01-27,2,44,149.386
2018-01-28,2,44,150.87213
2018-01-29,2,44,124.72285
2018-01-30,2,44,135.65266
2018-01-31,2,44,136.1523
2018-02-01,2,44,143.31152
2018-02-02,2,44,147.11078
2018-02-03,2,44,151.11127
2018-02-04,2,44,153.94025
2018-02-05,2,44,125.43818
2018-02-06,2,44,136.36792
2018-02-07,2,44,136.86757
2018-02-08,2,44,143.31152
2018-02-09,2,44,147.11078
2018-02-10,2,44,151.11127
2018-02-11,2,44,153.94025
2018-02-12,2,44,125.43818
2018-02-13,2,44,136.36792
2018-02-14,2,44,136.86757
2018-02-15,2,44,143.31152
2018-02-16,2,44,147.11078
2018-02-17,2,44,151.11127
2018-02-18,2,44,153.94025
2018-02-19,2,44,125.43818
2018-02-20,2,44,136.36792
2018-02-21,2,44,136.86757
2018-02-22,2,44,143.31152
2018-02-23,2,44,147.11078
2018-02-24,2,44,151.11127
2018-02-25,2,44,153.94025
2018-02-26,2,44,125.43818
2018-02-27,2,44,136.36792
2018-02-28,2,44,136.86757
2018-03-01,2,44,145.04907
2018-03-02,2,44,148.5742
2018-03-03,2,44,152.5024
2018-03-04,2,44,154.92021
2018-03-05,2,44,126.483734
2018-03-06,2,44,137.46938
2018-03-07,2,44,137.96902
2018-03-08,2,44,145.04907
2018-03-09,2,44,148.5742
2018-03-10,2,44,152.5024
2018-03-11,2,44,154.92021
2018-03-12,2,44,126.483734
2018-03-13,2,44,137.46938
2018-03-14,2,44,137.96902
2018-03-15,2,44,145.04907
2018-03-16,2,44,148.5742
2018-03-17,2,44,152.5024
2018-03-18,2,44,154.92021
2018-03-19,2,44,126.483734
2018-03-20,2,44,137.46938
2018-03-21,2,44,137.96902
2018-03-22,2,44,145.04907
2018-03-23,2,44,148.5742
2018-03-24,2,44,152.5024
2018-03-25,2,44,154.92021
2018-03-26,2,44,126.483734
2018-03-27,2,44,137.46938
2018-03-28,2,44,137.96902
2018-03-29,2,44,145.04907
2018-03-30,2,44,148.5742
2018-03-31,2,44,152.5024
2018-01-01,2,45,75.73091
2018-01-02,2,45,102.78107
2018-01-03,2,45,107.63731
2018-01-04,2,45,110.05786
2018-01-05,2,45,122.713135
2018-01-06,2,45,122.58117
2018-01-07,2,45,132.28732
2018-01-08,2,45,111.74183
2018-01-09,2,45,115.811066
2018-01-10,2,45,119.838974
2018-01-11,2,45,128.15242
2018-01-12,2,45,134.42361
2018-01-13,2,45,134.9844
2018-01-14,2,45,146.42824
2018-01-15,2,45,125.24747
2018-01-16,2,45,135.85191
2018-01-17,2,45,136.75206
2018-01-18,2,45,142.80638
2018-01-19,2,45,147.5748
2018-01-20,2,45,146.79263
2018-01-21,2,45,151.19252
2018-01-22,2,45,127.00254
2018-01-23,2,45,133.79533
2018-01-24,2,45,137.30186
2018-01-25,2,45,143.26343
2018-01-26,2,45,147.83623
2018-01-27,2,45,150.32549
2018-01-28,2,45,151.19252
2018-01-29,2,45,124.72285
2018-01-30,2,45,135.65266
2018-01-31,2,45,136.1523
2018-02-01,2,45,143.31152
2018-02-02,2,45,147.11078
2018-02-03,2,45,151.11127
2018-02-04,2,45,153.94025
2018-02-05,2,45,125.43818
2018-02-06,2,45,136.36792
2018-02-07,2,45,136.86757
2018-02-08,2,45,143.31152
2018-02-09,2,45,147.11078
2018-02-10,2,45,151.11127
2018-02-11,2,45,153.94025
2018-02-12,2,45,125.43818
2018-02-13,2,45,136.36792
2018-02-14,2,45,136.86757
2018-02-15,2,45,143.31152
2018-02-16,2,45,147.11078
2018-02-17,2,45,151.11127
2018-02-18,2,45,153.94025
2018-02-19,2,45,125.43818
2018-02-20,2,45,136.36792
2018-02-21,2,45,136.86757
2018-02-22,2,45,143.31152
2018-02-23,2,45,147.11078
2018-02-24,2,45,151.11127
2018-02-25,2,45,153.94025
2018-02-26,2,45,125.43818
2018-02-27,2,45,136.36792
2018-02-28,2,45,136.86757
2018-03-01,2,45,145.04907
2018-03-02,2,45,148.5742
2018-03-03,2,45,152.5024
2018-03-04,2,45,154.92021
2018-03-05,2,45,126.483734
2018-03-06,2,45,137.46938
2018-03-07,2,45,137.96902
2018-03-08,2,45,145.04907
2018-03-09,2,45,148.5742
2018-03-10,2,45,152.5024
2018-03-11,2,45,154.92021
2018-03-12,2,45,126.483734
2018-03-13,2,45,137.46938
2018-03-14,2,45,137.96902
2018-03-15,2,45,145.04907
2018-03-16,2,45,148.5742
2018-03-17,2,45,152.5024
2018-03-18,2,45,154.92021
2018-03-19,2,45,126.483734
2018-03-20,2,45,137.46938
2018-03-21,2,45,137.96902
2018-03-22,2,45,145.04907
2018-03-23,2,45,148.5742
2018-03-24,2,45,152.5024
2018-03-25,2,45,154.92021
2018-03-26,2,45,126.483734
2018-03-27,2,45,137.46938
2018-03-28,2,45,137.96902
2018-03-29,2,45,145.04907
2018-03-30,2,45,148.5742
2018-03-31,2,45,152.5024
2018-01-01,2,46,59.01878
2018-01-02,2,46,96.377045
2018-01-03,2,46,97.538445
2018-01-04,2,46,106.28087
2018-01-05,2,46,112.01066
2018-01-06,2,46,113.86464
2018-01-07,2,46,118.03292
2018-01-08,2,46,108.39262
2018-01-09,2,46,114.76849
2018-01-10,2,46,115.92633
2018-01-11,2,46,127.89605
2018-01-12,2,46,132.6458
2018-01-13,2,46,135.10652
2018-01-14,2,46,135.71834
2018-01-15,2,46,126.09235
2018-01-16,2,46,134.81517
2018-01-17,2,46,134.82341
2018-01-18,2,46,141.18665
2018-01-19,2,46,147.1713
2018-01-20,2,46,150.67813
2018-01-21,2,46,148.5527
2018-01-22,2,46,126.28685
2018-01-23,2,46,134.20105
2018-01-24,2,46,136.50978
2018-01-25,2,46,141.84067
2018-01-26,2,46,146.2675
2018-01-27,2,46,150.3305
2018-01-28,2,46,151.10207
2018-01-29,2,46,124.887115
2018-01-30,2,46,135.81691
2018-01-31,2,46,136.31654
2018-02-01,2,46,143.47577
2018-02-02,2,46,147.39459
2018-02-03,2,46,151.39508
2018-02-04,2,46,152.59451
2018-02-05,2,46,125.60242
2018-02-06,2,46,136.53217
2018-02-07,2,46,137.03181
2018-02-08,2,46,143.47577
2018-02-09,2,46,147.39459
2018-02-10,2,46,151.39508
2018-02-11,2,46,152.59451
2018-02-12,2,46,125.60242
2018-02-13,2,46,136.53217
2018-02-14,2,46,137.03181
2018-02-15,2,46,143.47577
2018-02-16,2,46,147.39459
2018-02-17,2,46,151.39508
2018-02-18,2,46,152.59451
2018-02-19,2,46,125.60242
2018-02-20,2,46,136.53217
2018-02-21,2,46,137.03181
2018-02-22,2,46,143.47577
2018-02-23,2,46,147.39459
2018-02-24,2,46,151.39508
2018-02-25,2,46,152.59451
2018-02-26,2,46,125.60242
2018-02-27,2,46,136.53217
2018-02-28,2,46,137.03181
2018-03-01,2,46,145.21332
2018-03-02,2,46,148.85802
2018-03-03,2,46,152.78621
2018-03-04,2,46,153.57448
2018-03-05,2,46,126.64798
2018-03-06,2,46,137.63362
2018-03-07,2,46,138.13327
2018-03-08,2,46,145.21332
2018-03-09,2,46,148.85802
2018-03-10,2,46,152.78621
2018-03-11,2,46,153.57448
2018-03-12,2,46,126.64798
2018-03-13,2,46,137.63362
2018-03-14,2,46,138.13327
2018-03-15,2,46,145.21332
2018-03-16,2,46,148.85802
2018-03-17,2,46,152.78621
2018-03-18,2,46,153.57448
2018-03-19,2,46,126.64798
2018-03-20,2,46,137.63362
2018-03-21,2,46,138.13327
2018-03-22,2,46,145.21332
2018-03-23,2,46,148.85802
2018-03-24,2,46,152.78621
2018-03-25,2,46,153.57448
2018-03-26,2,46,126.64798
2018-03-27,2,46,137.63362
2018-03-28,2,46,138.13327
2018-03-29,2,46,145.21332
2018-03-30,2,46,148.85802
2018-03-31,2,46,152.78621
2018-01-01,2,47,38.786224
2018-01-02,2,47,95.398575
2018-01-03,2,47,96.558876
2018-01-04,2,47,105.99761
2018-01-05,2,47,112.83501
2018-01-06,2,47,114.33772
2018-01-07,2,47,117.53291
2018-01-08,2,47,106.47837
2018-01-09,2,47,114.11842
2018-01-10,2,47,114.90735
2018-01-11,2,47,127.098785
2018-01-12,2,47,132.08421
2018-01-13,2,47,134.27946
2018-01-14,2,47,135.58101
2018-01-15,2,47,126.05278
2018-01-16,2,47,133.35715
2018-01-17,2,47,135.02582
2018-01-18,2,47,140.73436
2018-01-19,2,47,145.97417
2018-01-20,2,47,148.93242
2018-01-21,2,47,148.716
2018-01-22,2,47,125.89178
2018-01-23,2,47,133.35715
2018-01-24,2,47,135.18681
2018-01-25,2,47,140.78822
2018-01-26,2,47,145.9203
2018-01-27,2,47,148.93242
2018-01-28,2,47,148.716
2018-01-29,2,47,124.74883
2018-01-30,2,47,135.67863
2018-01-31,2,47,136.17827
2018-02-01,2,47,143.3375
2018-02-02,2,47,147.25632
2018-02-03,2,47,151.2568
2018-02-04,2,47,152.45624
2018-02-05,2,47,125.464134
2018-02-06,2,47,136.39389
2018-02-07,2,47,136.89354
2018-02-08,2,47,143.3375
2018-02-09,2,47,147.25632
2018-02-10,2,47,151.2568
2018-02-11,2,47,152.45624
2018-02-12,2,47,125.464134
2018-02-13,2,47,136.39389
2018-02-14,2,47,136.89354
2018-02-15,2,47,143.3375
2018-02-16,2,47,147.25632
2018-02-17,2,47,151.2568
2018-02-18,2,47,152.45624
2018-02-19,2,47,125.464134
2018-02-20,2,47,136.39389
2018-02-21,2,47,136.89354
2018-02-22,2,47,143.3375
2018-02-23,2,47,147.25632
2018-02-24,2,47,151.2568
2018-02-25,2,47,152.45624
2018-02-26,2,47,125.464134
2018-02-27,2,47,136.39389
2018-02-28,2,47,136.89354
2018-03-01,2,47,145.07504
2018-03-02,2,47,148.71974
2018-03-03,2,47,152.64793
2018-03-04,2,47,153.4362
2018-03-05,2,47,126.5097
2018-03-06,2,47,137.49535
2018-03-07,2,47,137.995
2018-03-08,2,47,145.07504
2018-03-09,2,47,148.71974
2018-03-10,2,47,152.64793
2018-03-11,2,47,153.4362
2018-03-12,2,47,126.5097
2018-03-13,2,47,137.49535
2018-03-14,2,47,137.995
2018-03-15,2,47,145.07504
2018-03-16,2,47,148.71974
2018-03-17,2,47,152.64793
2018-03-18,2,47,153.4362
2018-03-19,2,47,126.5097
2018-03-20,2,47,137.49535
2018-03-21,2,47,137.995
2018-03-22,2,47,145.07504
2018-03-23,2,47,148.71974
2018-03-24,2,47,152.64793
2018-03-25,2,47,153.4362
2018-03-26,2,47,126.5097
2018-03-27,2,47,137.49535
2018-03-28,2,47,137.995
2018-03-29,2,47,145.07504
2018-03-30,2,47,148.71974
2018-03-31,2,47,152.64793
2018-01-01,2,48,55.955162
2018-01-02,2,48,95.34078
2018-01-03,2,48,96.65068
2018-01-04,2,48,106.09032
2018-01-05,2,48,115.272705
2018-01-06,2,48,114.07241
2018-01-07,2,48,119.031876
2018-01-08,2,48,108.4338
2018-01-09,2,48,114.95263
2018-01-10,2,48,116.483536
2018-01-11,2,48,128.03644
2018-01-12,2,48,132.12325
2018-01-13,2,48,137.23064
2018-01-14,2,48,137.13506
2018-01-15,2,48,125.6649
2018-01-16,2,48,134.64348
2018-01-17,2,48,136.16805
2018-01-18,2,48,141.23628
2018-01-19,2,48,145.90428
2018-01-20,2,48,148.97874
2018-01-21,2,48,149.68475
2018-01-22,2,48,127.11733
2018-01-23,2,48,133.49779
2018-01-24,2,48,136.40617
2018-01-25,2,48,141.1437
2018-01-26,2,48,145.3511
2018-01-27,2,48,149.42628
2018-01-28,2,48,149.27525
2018-01-29,2,48,124.74883
2018-01-30,2,48,135.67863
2018-01-31,2,48,136.17827
2018-02-01,2,48,143.3375
2018-02-02,2,48,147.25632
2018-02-03,2,48,151.2568
2018-02-04,2,48,152.45624
2018-02-05,2,48,125.464134
2018-02-06,2,48,136.39389
2018-02-07,2,48,136.89354
2018-02-08,2,48,143.3375
2018-02-09,2,48,147.25632
2018-02-10,2,48,151.2568
2018-02-11,2,48,152.45624
2018-02-12,2,48,125.464134
2018-02-13,2,48,136.39389
2018-02-14,2,48,136.89354
2018-02-15,2,48,143.3375
2018-02-16,2,48,147.25632
2018-02-17,2,48,151.2568
2018-02-18,2,48,152.45624
2018-02-19,2,48,125.464134
2018-02-20,2,48,136.39389
2018-02-21,2,48,136.89354
2018-02-22,2,48,143.3375
2018-02-23,2,48,147.25632
2018-02-24,2,48,151.2568
2018-02-25,2,48,152.45624
2018-02-26,2,48,125.464134
2018-02-27,2,48,136.39389
2018-02-28,2,48,136.89354
2018-03-01,2,48,145.07504
2018-03-02,2,48,148.71974
2018-03-03,2,48,152.64793
2018-03-04,2,48,153.4362
2018-03-05,2,48,126.5097
2018-03-06,2,48,137.49535
2018-03-07,2,48,137.995
2018-03-08,2,48,145.07504
2018-03-09,2,48,148.71974
2018-03-10,2,48,152.64793
2018-03-11,2,48,153.4362
2018-03-12,2,48,126.5097
2018-03-13,2,48,137.49535
2018-03-14,2,48,137.995
2018-03-15,2,48,145.07504
2018-03-16,2,48,148.71974
2018-03-17,2,48,152.64793
2018-03-18,2,48,153.4362
2018-03-19,2,48,126.5097
2018-03-20,2,48,137.49535
2018-03-21,2,48,137.995
2018-03-22,2,48,145.07504
2018-03-23,2,48,148.71974
2018-03-24,2,48,152.64793
2018-03-25,2,48,153.4362
2018-03-26,2,48,126.5097
2018-03-27,2,48,137.49535
2018-03-28,2,48,137.995
2018-03-29,2,48,145.07504
2018-03-30,2,48,148.71974
2018-03-31,2,48,152.64793
2018-01-01,2,49,43.584637
2018-01-02,2,49,94.550385
2018-01-03,2,49,97.42832
2018-01-04,2,49,106.321335
2018-01-05,2,49,112.74131
2018-01-06,2,49,114.87683
2018-01-07,2,49,117.98716
2018-01-08,2,49,106.2348
2018-01-09,2,49,114.11842
2018-01-10,2,49,115.21035
2018-01-11,2,49,126.90893
2018-01-12,2,49,132.09901
2018-01-13,2,49,134.08856
2018-01-14,2,49,135.17789
2018-01-15,2,49,126.03242
2018-01-16,2,49,133.41101
2018-01-17,2,49,135.18681
2018-01-18,2,49,140.89536
2018-01-19,2,49,146.0813
2018-01-20,2,49,149.03955
2018-01-21,2,49,148.37572
2018-01-22,2,49,126.03242
2018-01-23,2,49,133.41101
2018-01-24,2,49,135.02582
2018-01-25,2,49,140.73436
2018-01-26,2,49,146.0813
2018-01-27,2,49,148.59213
2018-01-28,2,49,148.37572
2018-01-29,2,49,124.74883
2018-01-30,2,49,135.67863
2018-01-31,2,49,136.17827
2018-02-01,2,49,143.3375
2018-02-02,2,49,147.25632
2018-02-03,2,49,151.2568
2018-02-04,2,49,152.45624
2018-02-05,2,49,125.464134
2018-02-06,2,49,136.39389
2018-02-07,2,49,136.89354
2018-02-08,2,49,143.3375
2018-02-09,2,49,147.25632
2018-02-10,2,49,151.2568
2018-02-11,2,49,152.45624
2018-02-12,2,49,125.464134
2018-02-13,2,49,136.39389
2018-02-14,2,49,136.89354
2018-02-15,2,49,143.3375
2018-02-16,2,49,147.25632
2018-02-17,2,49,151.2568
2018-02-18,2,49,152.45624
2018-02-19,2,49,125.464134
2018-02-20,2,49,136.39389
2018-02-21,2,49,136.89354
2018-02-22,2,49,143.3375
2018-02-23,2,49,147.25632
2018-02-24,2,49,151.2568
2018-02-25,2,49,152.45624
2018-02-26,2,49,125.464134
2018-02-27,2,49,136.39389
2018-02-28,2,49,136.89354
2018-03-01,2,49,145.07504
2018-03-02,2,49,148.71974
2018-03-03,2,49,152.64793
2018-03-04,2,49,153.4362
2018-03-05,2,49,126.5097
2018-03-06,2,49,137.49535
2018-03-07,2,49,137.995
2018-03-08,2,49,145.07504
2018-03-09,2,49,148.71974
2018-03-10,2,49,152.64793
2018-03-11,2,49,153.4362
2018-03-12,2,49,126.5097
2018-03-13,2,49,137.49535
2018-03-14,2,49,137.995
2018-03-15,2,49,145.07504
2018-03-16,2,49,148.71974
2018-03-17,2,49,152.64793
2018-03-18,2,49,153.4362
2018-03-19,2,49,126.5097
2018-03-20,2,49,137.49535
2018-03-21,2,49,137.995
2018-03-22,2,49,145.07504
2018-03-23,2,49,148.71974
2018-03-24,2,49,152.64793
2018-03-25,2,49,153.4362
2018-03-26,2,49,126.5097
2018-03-27,2,49,137.49535
2018-03-28,2,49,137.995
2018-03-29,2,49,145.07504
2018-03-30,2,49,148.71974
2018-03-31,2,49,152.64793
2018-01-01,2,50,69.04359
2018-01-02,2,50,96.04864
2018-01-03,2,50,98.42045
2018-01-04,2,50,106.55959
2018-01-05,2,50,109.91486
2018-01-06,2,50,115.79572
2018-01-07,2,50,121.138596
2018-01-08,2,50,109.18
2018-01-09,2,50,115.48486
2018-01-10,2,50,116.79169
2018-01-11,2,50,127.35075
2018-01-12,2,50,132.98389
2018-01-13,2,50,135.82495
2018-01-14,2,50,135.90971
2018-01-15,2,50,128.06827
2018-01-16,2,50,134.64348
2018-01-17,2,50,135.9568
2018-01-18,2,50,141.13737
2018-01-19,2,50,146.57222
2018-01-20,2,50,149.69756
2018-01-21,2,50,150.6929
2018-01-22,2,50,125.51639
2018-01-23,2,50,134.23645
2018-01-24,2,50,135.75183
2018-01-25,2,50,140.86514
2018-01-26,2,50,146.28964
2018-01-27,2,50,150.45618
2018-01-28,2,50,150.3706
2018-01-29,2,50,124.74883
2018-01-30,2,50,135.67863
2018-01-31,2,50,136.17827
2018-02-01,2,50,143.3375
2018-02-02,2,50,147.25632
2018-02-03,2,50,151.2568
2018-02-04,2,50,152.45624
2018-02-05,2,50,125.464134
2018-02-06,2,50,136.39389
2018-02-07,2,50,136.89354
2018-02-08,2,50,143.3375
2018-02-09,2,50,147.25632
2018-02-10,2,50,151.2568
2018-02-11,2,50,152.45624
2018-02-12,2,50,125.464134
2018-02-13,2,50,136.39389
2018-02-14,2,50,136.89354
2018-02-15,2,50,143.3375
2018-02-16,2,50,147.25632
2018-02-17,2,50,151.2568
2018-02-18,2,50,152.45624
2018-02-19,2,50,125.464134
2018-02-20,2,50,136.39389
2018-02-21,2,50,136.89354
2018-02-22,2,50,143.3375
2018-02-23,2,50,147.25632
2018-02-24,2,50,151.2568
2018-02-25,2,50,152.45624
2018-02-26,2,50,125.464134
2018-02-27,2,50,136.39389
2018-02-28,2,50,136.89354
2018-03-01,2,50,145.07504
2018-03-02,2,50,148.71974
2018-03-03,2,50,152.64793
2018-03-04,2,50,153.4362
2018-03-05,2,50,126.5097
2018-03-06,2,50,137.49535
2018-03-07,2,50,137.995
2018-03-08,2,50,145.07504
2018-03-09,2,50,148.71974
2018-03-10,2,50,152.64793
2018-03-11,2,50,153.4362
2018-03-12,2,50,126.5097
2018-03-13,2,50,137.49535
2018-03-14,2,50,137.995
2018-03-15,2,50,145.07504
2018-03-16,2,50,148.71974
2018-03-17,2,50,152.64793
2018-03-18,2,50,153.4362
2018-03-19,2,50,126.5097
2018-03-20,2,50,137.49535
2018-03-21,2,50,137.995
2018-03-22,2,50,145.07504
2018-03-23,2,50,148.71974
2018-03-24,2,50,152.64793
2018-03-25,2,50,153.4362
2018-03-26,2,50,126.5097
2018-03-27,2,50,137.49535
2018-03-28,2,50,137.995
2018-03-29,2,50,145.07504
2018-03-30,2,50,148.71974
2018-03-31,2,50,152.64793
2018-01-01,3,1,38.19501
2018-01-02,3,1,96.21167
2018-01-03,3,1,97.825714
2018-01-04,3,1,106.10162
2018-01-05,3,1,110.59688
2018-01-06,3,1,112.3188
2018-01-07,3,1,115.82312
2018-01-08,3,1,110.41096
2018-01-09,3,1,116.914055
2018-01-10,3,1,117.74114
2018-01-11,3,1,129.21407
2018-01-12,3,1,133.8762
2018-01-13,3,1,135.67879
2018-01-14,3,1,137.94362
2018-01-15,3,1,128.63881
2018-01-16,3,1,136.80547
2018-01-17,3,1,137.36931
2018-01-18,3,1,144.81609
2018-01-19,3,1,149.44711
2018-01-20,3,1,153.0903
2018-01-21,3,1,158.82022
2018-01-22,3,1,128.69267
2018-01-23,3,1,136.80849
2018-01-24,3,1,137.31544
2018-01-25,3,1,144.76222
2018-01-26,3,1,149.44711
2018-01-27,3,1,153.0903
2018-01-28,3,1,158.82022
2018-01-29,3,1,123.962875
2018-01-30,3,1,135.7674
2018-01-31,3,1,135.8578
2018-02-01,3,1,141.79852
2018-02-02,3,1,145.95366
2018-02-03,3,1,150.95795
2018-02-04,3,1,156.67714
2018-02-05,3,1,124.95844
2018-02-06,3,1,136.76292
2018-02-07,3,1,136.85335
2018-02-08,3,1,141.79852
2018-02-09,3,1,145.95366
2018-02-10,3,1,150.95795
2018-02-11,3,1,156.67714
2018-02-12,3,1,124.95844
2018-02-13,3,1,136.76292
2018-02-14,3,1,136.85335
2018-02-15,3,1,141.79852
2018-02-16,3,1,145.95366
2018-02-17,3,1,150.95795
2018-02-18,3,1,156.67714
2018-02-19,3,1,124.95844
